Geografi;År;Kjønn;Alder;Utdanningsnivå;andel (prosent);FLAGG
Sandefjord;2013;menn;30-39 år;grunnskole;22.1333333333333;
Sandefjord;2013;menn;40-44 år;grunnskole;20.8548614372945;
Sandefjord;2013;menn;45-74 år;grunnskole;21.22947689958;
Sandefjord;2013;menn;75 år +;grunnskole;27.9083094555874;
Sandefjord;2013;kvinner;25 år +;grunnskole;26.5199058638949;
Sandefjord;2013;kvinner;25-29 år;grunnskole;27.1373056994819;
Sandefjord;2013;kvinner;30-39 år;grunnskole;19.6586227192466;
Sandefjord;2013;kvinner;40-44 år;grunnskole;18.0046403712297;
Sandefjord;2013;kvinner;45-74 år;grunnskole;26.0524825372853;
Sandefjord;2013;kvinner;75 år +;grunnskole;43.4011090573013;
Sandefjord;2014;kjønn samlet;25 år +;grunnskole;24.3526585288907;
Sandefjord;2014;kjønn samlet;25-29 år;grunnskole;29.4696066746126;
Sandefjord;2014;kjønn samlet;30-39 år;grunnskole;21.4817880794702;
Sandefjord;2014;kjønn samlet;40-44 år;grunnskole;17.9427507563416;
Sandefjord;2014;kjønn samlet;45-74 år;grunnskole;23.3595077375212;
Sandefjord;2014;kjønn samlet;75 år +;grunnskole;36.0123647604328;
Sandefjord;2014;menn;25 år +;grunnskole;22.8076273711391;
Sandefjord;2014;menn;25-29 år;grunnskole;33.4735576923077;
Sandefjord;2014;menn;30-39 år;grunnskole;23.0665224445646;
Sandefjord;2014;menn;40-44 år;grunnskole;18.6242395882078;
Sandefjord;2014;menn;45-74 år;grunnskole;21.1933966614406;
Sandefjord;2014;menn;75 år +;grunnskole;27.1158129175947;
Sandefjord;2014;kvinner;25 år +;grunnskole;25.8294176277944;
Sandefjord;2014;kvinner;25-29 år;grunnskole;25.531914893617;
Sandefjord;2014;kvinner;30-39 år;grunnskole;19.830985915493;
Sandefjord;2014;kvinner;40-44 år;grunnskole;17.2685185185185;
Sandefjord;2014;kvinner;45-74 år;grunnskole;25.5075910005488;
Sandefjord;2014;kvinner;75 år +;grunnskole;41.8587632638127;
Sandefjord;2015;kjønn samlet;25 år +;grunnskole;24.0538086590844;
Sandefjord;2015;kjønn samlet;25-29 år;grunnskole;30.1194290707836;
Sandefjord;2015;kjønn samlet;30-39 år;grunnskole;21.9816362888858;
Sandefjord;2015;kjønn samlet;40-44 år;grunnskole;17.4299065420561;
Sandefjord;2015;kjønn samlet;45-74 år;grunnskole;22.8920551898278;
Sandefjord;2015;kjønn samlet;75 år +;grunnskole;34.4339622641509;
Sandefjord;2015;menn;25 år +;grunnskole;22.6241689479859;
Sandefjord;2015;menn;25-29 år;grunnskole;33.0232558139535;
Sandefjord;2015;menn;30-39 år;grunnskole;23.895474137931;
Sandefjord;2015;menn;40-44 år;grunnskole;17.5865294667914;
Sandefjord;2015;menn;45-74 år;grunnskole;21.1236973266878;
Sandefjord;2015;menn;75 år +;grunnskole;25.1755807671529;
Sandefjord;2015;kvinner;25 år +;grunnskole;25.4206393718452;
Sandefjord;2015;kvinner;25-29 år;grunnskole;27.2037361354349;
Sandefjord;2015;kvinner;30-39 år;grunnskole;20;
Sandefjord;2015;kvinner;40-44 år;grunnskole;17.2735760971055;
Sandefjord;2015;kvinner;45-74 år;grunnskole;24.643273804182;
Sandefjord;2015;kvinner;75 år +;grunnskole;40.5261286882332;
Sandefjord;2016;kjønn samlet;25 år +;grunnskole;23.7101624973772;
Sandefjord;2016;kjønn samlet;25-29 år;grunnskole;29.4269340974212;
Sandefjord;2016;kjønn samlet;30-39 år;grunnskole;23.0304657093008;
Sandefjord;2016;kjønn samlet;40-44 år;grunnskole;16.9141531322506;
Sandefjord;2016;kjønn samlet;45-74 år;grunnskole;22.4031786228878;
Sandefjord;2016;kjønn samlet;75 år +;grunnskole;33.0660476893859;
Sandefjord;2016;menn;25 år +;grunnskole;22.6272155517439;
Sandefjord;2016;menn;25-29 år;grunnskole;32.0410490307868;
Sandefjord;2016;menn;30-39 år;grunnskole;25.7987220447284;
Sandefjord;2016;menn;40-44 år;grunnskole;17.5276752767528;
Sandefjord;2016;menn;45-74 år;grunnskole;20.8453915636236;
Sandefjord;2016;menn;75 år +;grunnskole;24.1740954378605;
Sandefjord;2016;kvinner;25 år +;grunnskole;24.7477744807122;
Sandefjord;2016;kvinner;25-29 år;grunnskole;26.7857142857143;
Sandefjord;2016;kvinner;30-39 år;grunnskole;20.2165087956698;
Sandefjord;2016;kvinner;40-44 år;grunnskole;16.2931839402428;
Sandefjord;2016;kvinner;45-74 år;grunnskole;23.9478260869565;
Sandefjord;2016;kvinner;75 år +;grunnskole;39.0536723163842;
Sandefjord;2017;kjønn samlet;25 år +;grunnskole;23.6052982569103;
Sandefjord;2017;kjønn samlet;25-29 år;grunnskole;29.5959021058623;
Sandefjord;2017;kjønn samlet;30-39 år;grunnskole;24.1635687732342;
Sandefjord;2017;kjønn samlet;40-44 år;grunnskole;16.5186074429772;
Sandefjord;2017;kjønn samlet;45-74 år;grunnskole;22.146878198567;
Sandefjord;2017;kjønn samlet;75 år +;grunnskole;31.5724052206339;
Sandefjord;2017;menn;25 år +;grunnskole;22.6846204372713;
Sandefjord;2017;menn;25-29 år;grunnskole;32.3181049069374;
Sandefjord;2017;menn;30-39 år;grunnskole;27.2536136662287;
Sandefjord;2017;menn;40-44 år;grunnskole;16.9874879692012;
Sandefjord;2017;menn;45-74 år;grunnskole;20.7342118774602;
Sandefjord;2017;menn;75 år +;grunnskole;22.7687626774848;
Sandefjord;2017;kvinner;25 år +;grunnskole;24.4903481869024;
Sandefjord;2017;kvinner;25-29 år;grunnskole;26.8236645605974;
Sandefjord;2017;kvinner;30-39 år;grunnskole;21.0088543064127;
Sandefjord;2017;kvinner;40-44 år;grunnskole;16.0517489218975;
Sandefjord;2017;kvinner;45-74 år;grunnskole;23.550416595817;
Sandefjord;2017;kvinner;75 år +;grunnskole;37.6532399299475;
Sandefjord;2018;kjønn samlet;25 år +;grunnskole;23.3882139207449;
Sandefjord;2018;kjønn samlet;25-29 år;grunnskole;30.0168634064081;
Sandefjord;2018;kjønn samlet;30-39 år;grunnskole;23.8613991337446;
Sandefjord;2018;kjønn samlet;40-44 år;grunnskole;17.6484617219175;
Sandefjord;2018;kjønn samlet;45-74 år;grunnskole;21.8673632763125;
Sandefjord;2018;kjønn samlet;75 år +;grunnskole;30.0750354897587;
Sandefjord;2018;menn;25 år +;grunnskole;22.6532877092389;
Sandefjord;2018;menn;25-29 år;grunnskole;32.8610354223433;
Sandefjord;2018;menn;30-39 år;grunnskole;26.6057441253264;
Sandefjord;2018;menn;40-44 år;grunnskole;18.9957366177167;
Sandefjord;2018;menn;45-74 år;grunnskole;20.5182487932933;
Sandefjord;2018;menn;75 år +;grunnskole;22.1950024497795;
Sandefjord;2018;kvinner;25 år +;grunnskole;24.0974608416261;
Sandefjord;2018;kvinner;25-29 år;grunnskole;26.9878119558909;
Sandefjord;2018;kvinner;30-39 år;grunnskole;21.08735814199;
Sandefjord;2018;kvinner;40-44 år;grunnskole;16.2824207492795;
Sandefjord;2018;kvinner;45-74 år;grunnskole;23.2033542976939;
Sandefjord;2018;kvinner;75 år +;grunnskole;35.6401384083045;
Sandefjord;2019;kjønn samlet;25 år +;grunnskole;23.1008619724617;
Sandefjord;2019;kjønn samlet;25-29 år;grunnskole;29.7848561050573;
Sandefjord;2019;kjønn samlet;30-39 år;grunnskole;23.841314674541;
Sandefjord;2019;kjønn samlet;40-44 år;grunnskole;18.5745667561631;
Sandefjord;2019;kjønn samlet;45-74 år;grunnskole;21.4098347004205;
Sandefjord;2019;kjønn samlet;75 år +;grunnskole;28.7864171329346;
Sandefjord;2019;menn;25 år +;grunnskole;22.5238744884038;
Sandefjord;2019;menn;25-29 år;grunnskole;32.9367225527312;
Sandefjord;2019;menn;30-39 år;grunnskole;26.7091836734694;
Sandefjord;2019;menn;40-44 år;grunnskole;19.7986577181208;
Sandefjord;2019;menn;45-74 år;grunnskole;20.2965320824259;
Sandefjord;2019;menn;75 år +;grunnskole;20.9831588529813;
Sandefjord;2019;kvinner;25 år +;grunnskole;23.6604189636163;
Sandefjord;2019;kvinner;25-29 år;grunnskole;26.4161849710983;
Sandefjord;2019;kvinner;30-39 år;grunnskole;20.9356422848281;
Sandefjord;2019;kvinner;40-44 år;grunnskole;17.30482347091;
Sandefjord;2019;kvinner;45-74 år;grunnskole;22.5101415680106;
Sandefjord;2019;kvinner;75 år +;grunnskole;34.5277963831212;
Sandefjord;2020;kjønn samlet;25 år +;grunnskole;22.7610213928485;
Sandefjord;2020;kjønn samlet;25-29 år;grunnskole;29.1185581526331;
Sandefjord;2020;kjønn samlet;30-39 år;grunnskole;24.0343882382258;
Sandefjord;2020;kjønn samlet;40-44 år;grunnskole;18.3157377854162;
Sandefjord;2020;kjønn samlet;45-74 år;grunnskole;21.1283822682786;
Sandefjord;2020;kjønn samlet;75 år +;grunnskole;27.3750230584763;
Sandefjord;2020;menn;25 år +;grunnskole;22.3525199176439;
Sandefjord;2020;menn;25-29 år;grunnskole;32.6965065502183;
Sandefjord;2020;menn;30-39 år;grunnskole;27.0438683948156;
Sandefjord;2020;menn;40-44 år;grunnskole;19.7311569851176;
Sandefjord;2020;menn;45-74 år;grunnskole;20.1157503100455;
Sandefjord;2020;menn;75 år +;grunnskole;20.0862068965517;
Sandefjord;2020;kvinner;25 år +;grunnskole;23.1570269449386;
Sandefjord;2020;kvinner;25-29 år;grunnskole;25.3054101221641;
Sandefjord;2020;kvinner;30-39 år;grunnskole;21.0264075734928;
Sandefjord;2020;kvinner;40-44 år;grunnskole;16.8341708542714;
Sandefjord;2020;kvinner;45-74 år;grunnskole;22.1304098830074;
Sandefjord;2020;kvinner;75 år +;grunnskole;32.8281199613028;
Sandefjord;2021;kjønn samlet;25 år +;grunnskole;22.3819123799614;
Sandefjord;2021;kjønn samlet;25-29 år;grunnskole;27.723311546841;
Sandefjord;2021;kjønn samlet;30-39 år;grunnskole;23.7943696450428;
Sandefjord;2021;kjønn samlet;40-44 år;grunnskole;19.5850827364781;
Sandefjord;2021;kjønn samlet;45-74 år;grunnskole;20.7571854940922;
Sandefjord;2021;kjønn samlet;75 år +;grunnskole;25.825981664072;
Sandefjord;2021;menn;25 år +;grunnskole;22.163727296657;
Sandefjord;2021;menn;25-29 år;grunnskole;30.3092783505155;
Sandefjord;2021;menn;30-39 år;grunnskole;27.2727272727273;
Sandefjord;2021;menn;40-44 år;grunnskole;21.7412451361868;
Sandefjord;2021;menn;45-74 år;grunnskole;19.7819314641745;
Sandefjord;2021;menn;75 år +;grunnskole;19.4577352472089;
Sandefjord;2021;kvinner;25 år +;grunnskole;22.5950207824485;
Sandefjord;2021;kvinner;25-29 år;grunnskole;24.8267898383372;
Sandefjord;2021;kvinner;30-39 år;grunnskole;20.3040706228543;
Sandefjord;2021;kvinner;40-44 år;grunnskole;17.3607626693427;
Sandefjord;2021;kvinner;45-74 år;grunnskole;21.7274284316124;
Sandefjord;2021;kvinner;75 år +;grunnskole;30.7057745187901;
Sandefjord;2022;kjønn samlet;25 år +;grunnskole;21.8647869272669;
Sandefjord;2022;kjønn samlet;25-29 år;grunnskole;25.7734806629834;
Sandefjord;2022;kjønn samlet;30-39 år;grunnskole;23.0426939266386;
Sandefjord;2022;kjønn samlet;40-44 år;grunnskole;20.3476983349657;
Sandefjord;2022;kjønn samlet;45-74 år;grunnskole;20.3970826580227;
Sandefjord;2022;kjønn samlet;75 år +;grunnskole;24.8855461085677;
Sandefjord;2022;menn;25 år +;grunnskole;21.7532327120183;
Sandefjord;2022;menn;25-29 år;grunnskole;28.2586027111575;
Sandefjord;2022;menn;30-39 år;grunnskole;26.0995650072499;
Sandefjord;2022;menn;40-44 år;grunnskole;23.0658337337818;
Sandefjord;2022;menn;45-74 år;grunnskole;19.6427121396671;
Sandefjord;2022;menn;75 år +;grunnskole;19.0565331336578;
Sandefjord;2022;kvinner;25 år +;grunnskole;21.9736619956103;
Sandefjord;2022;kvinner;25-29 år;grunnskole;22.972972972973;
Sandefjord;2022;kvinner;30-39 år;grunnskole;20.0143643763467;
Sandefjord;2022;kvinner;40-44 år;grunnskole;17.5237144283575;
Sandefjord;2022;kvinner;45-74 år;grunnskole;21.1484027496967;
Sandefjord;2022;kvinner;75 år +;grunnskole;29.4049346879536;
Sandefjord;2023;kjønn samlet;25 år +;grunnskole;21.5290352465575;
Sandefjord;2023;kjønn samlet;25-29 år;grunnskole;24.6384872080089;
Sandefjord;2023;kjønn samlet;30-39 år;grunnskole;23.1032448377581;
Sandefjord;2023;kjønn samlet;40-44 år;grunnskole;20.2225447508466;
Sandefjord;2023;kjønn samlet;45-74 år;grunnskole;20.2196744969133;
Sandefjord;2023;kjønn samlet;75 år +;grunnskole;23.6638814441116;
Sandefjord;2023;menn;25 år +;grunnskole;21.5002776709812;
Sandefjord;2023;menn;25-29 år;grunnskole;27.1420968600319;
Sandefjord;2023;menn;30-39 år;grunnskole;26.1250592136428;
Sandefjord;2023;menn;40-44 år;grunnskole;22.8421554601812;
Sandefjord;2023;menn;45-74 år;grunnskole;19.6359536082474;
Sandefjord;2023;menn;75 år +;grunnskole;17.9964221824687;
Sandefjord;2023;kvinner;25 år +;grunnskole;21.5569856757318;
Sandefjord;2023;kvinner;25-29 år;grunnskole;21.8986604542807;
Sandefjord;2023;kvinner;30-39 år;grunnskole;20.1034563837291;
Sandefjord;2023;kvinner;40-44 år;grunnskole;17.5257731958763;
Sandefjord;2023;kvinner;45-74 år;grunnskole;20.7980845969673;
Sandefjord;2023;kvinner;75 år +;grunnskole;28.1285231116122;
Sandefjord;2024;kjønn samlet;25 år +;grunnskole;21.2503124739605;
Sandefjord;2024;kjønn samlet;25-29 år;grunnskole;24.097065462754;
Sandefjord;2024;kjønn samlet;30-39 år;grunnskole;22.2445126268586;
Sandefjord;2024;kjønn samlet;40-44 år;grunnskole;21.3099415204678;
Sandefjord;2024;kjønn samlet;45-74 år;grunnskole;20.1441714126409;
Sandefjord;2024;kjønn samlet;75 år +;grunnskole;22.6143592850651;
Sandefjord;2024;menn;25 år +;grunnskole;21.2675996786605;
Sandefjord;2024;menn;25-29 år;grunnskole;26.2958963282937;
Sandefjord;2024;menn;30-39 år;grunnskole;25.3968253968254;
Sandefjord;2024;menn;40-44 år;grunnskole;23.6464599722351;
Sandefjord;2024;menn;45-74 år;grunnskole;19.6592817723746;
Sandefjord;2024;menn;75 år +;grunnskole;17.2271791352093;
Sandefjord;2024;kvinner;25 år +;grunnskole;21.2335235905227;
Sandefjord;2024;kvinner;25-29 år;grunnskole;21.6903073286052;
Sandefjord;2024;kvinner;30-39 år;grunnskole;19.1159181754056;
Sandefjord;2024;kvinner;40-44 år;grunnskole;18.9214758751183;
Sandefjord;2024;kvinner;45-74 år;grunnskole;20.6250991591306;
Sandefjord;2024;kvinner;75 år +;grunnskole;26.8709327548807;
Larvik;2012;kjønn samlet;25 år +;grunnskole;25.3455044524592;
Larvik;2012;kjønn samlet;25-29 år;grunnskole;29.0773939658942;
Larvik;2012;kjønn samlet;30-39 år;grunnskole;20.1651622815441;
Larvik;2012;kjønn samlet;40-44 år;grunnskole;19.4712286158631;
Larvik;2012;kjønn samlet;45-74 år;grunnskole;24.1006767185089;
Larvik;2012;kjønn samlet;75 år +;grunnskole;40.7838983050848;
Larvik;2012;menn;25 år +;grunnskole;24.7329552947382;
Larvik;2012;menn;25-29 år;grunnskole;32.1769297484822;
Larvik;2012;menn;30-39 år;grunnskole;22.9578010065815;
Larvik;2012;menn;40-44 år;grunnskole;20.9029066171923;
Larvik;2012;menn;45-74 år;grunnskole;23.4750240153698;
Larvik;2012;menn;75 år +;grunnskole;33.2659932659933;
Larvik;2012;kvinner;25 år +;grunnskole;25.9201979585524;
Larvik;2012;kvinner;25-29 år;grunnskole;25.9259259259259;
Larvik;2012;kvinner;30-39 år;grunnskole;17.4161585365854;
Larvik;2012;kvinner;40-44 år;grunnskole;18.0225281602003;
Larvik;2012;kvinner;45-74 år;grunnskole;24.7123737966659;
Larvik;2012;kvinner;75 år +;grunnskole;45.6569183762549;
Larvik;2013;kjønn samlet;25 år +;grunnskole;25.2178060413355;
Larvik;2013;kjønn samlet;25-29 år;grunnskole;31.5950920245399;
Larvik;2013;kjønn samlet;30-39 år;grunnskole;20.6115734468744;
Larvik;2013;kjønn samlet;40-44 år;grunnskole;18.4552073440962;
Larvik;2013;kjønn samlet;45-74 år;grunnskole;23.7879767291532;
Larvik;2013;kjønn samlet;75 år +;grunnskole;39.5816993464052;
Larvik;2013;menn;25 år +;grunnskole;24.8591272441358;
Larvik;2013;menn;25-29 år;grunnskole;35.7385398981324;
Larvik;2013;menn;30-39 år;grunnskole;23.624213836478;
Larvik;2013;menn;40-44 år;grunnskole;20.2492211838006;
Larvik;2013;menn;45-74 år;grunnskole;23.2660332541568;
Larvik;2013;menn;75 år +;grunnskole;32.2112211221122;
Larvik;2013;kvinner;25 år +;grunnskole;25.5559673832469;
Larvik;2013;kvinner;25-29 år;grunnskole;27.1739130434783;
Larvik;2013;kvinner;30-39 år;grunnskole;17.689668318719;
Larvik;2013;kvinner;40-44 år;grunnskole;16.6023166023166;
Larvik;2013;kvinner;45-74 år;grunnskole;24.2991741305106;
Larvik;2013;kvinner;75 år +;grunnskole;44.4155844155844;
Larvik;2014;kjønn samlet;25 år +;grunnskole;24.7537632410333;
Larvik;2014;kjønn samlet;25-29 år;grunnskole;30.7119205298013;
Larvik;2014;kjønn samlet;30-39 år;grunnskole;21.4164626106611;
Larvik;2014;kjønn samlet;40-44 år;grunnskole;16.8532338308458;
Larvik;2014;kjønn samlet;45-74 år;grunnskole;23.4196060467247;
Larvik;2014;kjønn samlet;75 år +;grunnskole;38.1602679721721;
Larvik;2014;menn;25 år +;grunnskole;24.5097417021007;
Larvik;2014;menn;25-29 år;grunnskole;34.9056603773585;
Larvik;2014;menn;30-39 år;grunnskole;23.9788199697428;
Larvik;2014;menn;40-44 år;grunnskole;19.2069392812887;
Larvik;2014;menn;45-74 år;grunnskole;22.9207521052025;
Larvik;2014;menn;75 år +;grunnskole;31.2580231065469;
Larvik;2014;kvinner;25 år +;grunnskole;24.986387561256;
Larvik;2014;kvinner;25-29 år;grunnskole;26.0489510489511;
Larvik;2014;kvinner;30-39 år;grunnskole;18.874296435272;
Larvik;2014;kvinner;40-44 år;grunnskole;14.481897627965;
Larvik;2014;kvinner;45-74 år;grunnskole;23.9113132461626;
Larvik;2014;kvinner;75 år +;grunnskole;42.7894963409384;
Larvik;2015;kjønn samlet;25 år +;grunnskole;24.5234525594346;
Larvik;2015;kjønn samlet;25-29 år;grunnskole;31.3330648409183;
Larvik;2015;kjønn samlet;30-39 år;grunnskole;22.6217656012177;
Larvik;2015;kjønn samlet;40-44 år;grunnskole;15.5081865925239;
Larvik;2015;kjønn samlet;45-74 år;grunnskole;22.9694716683564;
Larvik;2015;kjønn samlet;75 år +;grunnskole;37.136352137617;
Larvik;2015;menn;25 år +;grunnskole;24.4827801737609;
Larvik;2015;menn;25-29 år;grunnskole;34.9962207105064;
Larvik;2015;menn;30-39 år;grunnskole;25.8607498087223;
Larvik;2015;menn;40-44 år;grunnskole;17.3778602350031;
Larvik;2015;menn;45-74 år;grunnskole;22.6696832579186;
Larvik;2015;menn;75 år +;grunnskole;30.7165109034268;
Larvik;2015;kvinner;25 år +;grunnskole;24.5624550467514;
Larvik;2015;kvinner;25-29 år;grunnskole;27.1551724137931;
Larvik;2015;kvinner;30-39 år;grunnskole;19.4171082513248;
Larvik;2015;kvinner;40-44 år;grunnskole;13.641975308642;
Larvik;2015;kvinner;45-74 år;grunnskole;23.2667713708773;
Larvik;2015;kvinner;75 år +;grunnskole;41.5247018739353;
Larvik;2016;kjønn samlet;25 år +;grunnskole;24.1555130656469;
Larvik;2016;kjønn samlet;25-29 år;grunnskole;30.9030654515327;
Larvik;2016;kjønn samlet;30-39 år;grunnskole;23.0926684034239;
Larvik;2016;kjønn samlet;40-44 år;grunnskole;15.4554109806411;
Larvik;2016;kjønn samlet;45-74 år;grunnskole;22.5901112895189;
Larvik;2016;kjønn samlet;75 år +;grunnskole;35.5786275006331;
Larvik;2016;menn;25 år +;grunnskole;24.3621501114689;
Larvik;2016;menn;25-29 år;grunnskole;34.748427672956;
Larvik;2016;menn;30-39 år;grunnskole;26.7135976287514;
Larvik;2016;menn;40-44 år;grunnskole;16.4313222079589;
Larvik;2016;menn;45-74 år;grunnskole;22.6226226226226;
Larvik;2016;menn;75 år +;grunnskole;29.5454545454546;
Larvik;2016;kvinner;25 år +;grunnskole;23.9569073269448;
Larvik;2016;kvinner;25-29 år;grunnskole;26.6199649737303;
Larvik;2016;kvinner;30-39 år;grunnskole;19.4392523364486;
Larvik;2016;kvinner;40-44 år;grunnskole;14.5009416195857;
Larvik;2016;kvinner;45-74 år;grunnskole;22.5578831312018;
Larvik;2016;kvinner;75 år +;grunnskole;39.8104265402844;
Larvik;2017;kjønn samlet;25 år +;grunnskole;24.1107075315943;
Larvik;2017;kjønn samlet;25-29 år;grunnskole;30.0667222685571;
Larvik;2017;kjønn samlet;30-39 år;grunnskole;25.468778445294;
Larvik;2017;kjønn samlet;40-44 år;grunnskole;15.6073211314476;
Larvik;2017;kjønn samlet;45-74 år;grunnskole;22.2336788408314;
Larvik;2017;kjønn samlet;75 år +;grunnskole;33.734335839599;
Larvik;2017;menn;25 år +;grunnskole;24.4345274483433;
Larvik;2017;menn;25-29 år;grunnskole;34.2767295597484;
Larvik;2017;menn;30-39 år;grunnskole;29.4691224268689;
Larvik;2017;menn;40-44 år;grunnskole;16.0485502360081;
Larvik;2017;menn;45-74 år;grunnskole;22.2391968572676;
Larvik;2017;menn;75 år +;grunnskole;28.0838323353293;
Larvik;2017;kvinner;25 år +;grunnskole;23.7982895900914;
Larvik;2017;kvinner;25-29 år;grunnskole;25.3108348134991;
Larvik;2017;kvinner;30-39 år;grunnskole;21.4023494860499;
Larvik;2017;kvinner;40-44 år;grunnskole;15.1773981603154;
Larvik;2017;kvinner;45-74 år;grunnskole;22.2282197992011;
Larvik;2017;kvinner;75 år +;grunnskole;37.801724137931;
Larvik;2018;kjønn samlet;25 år +;grunnskole;23.9021926436508;
Larvik;2018;kjønn samlet;25-29 år;grunnskole;29.2364230298081;
Larvik;2018;kjønn samlet;30-39 år;grunnskole;26.2220606941668;
Larvik;2018;kjønn samlet;40-44 år;grunnskole;16.9525731584258;
Larvik;2018;kjønn samlet;45-74 år;grunnskole;21.7528474413133;
Larvik;2018;kjønn samlet;75 år +;grunnskole;32.5892857142857;
Larvik;2018;menn;25 år +;grunnskole;24.4259124969785;
Larvik;2018;menn;25-29 år;grunnskole;33.2547169811321;
Larvik;2018;menn;30-39 år;grunnskole;30.4891110317744;
Larvik;2018;menn;40-44 år;grunnskole;18.3147632311978;
Larvik;2018;menn;45-74 år;grunnskole;21.8099935663736;
Larvik;2018;menn;75 år +;grunnskole;27.3204903677758;
Larvik;2018;kvinner;25 år +;grunnskole;23.395675043834;
Larvik;2018;kvinner;25-29 år;grunnskole;24.8937977909941;
Larvik;2018;kvinner;30-39 år;grunnskole;21.7986676535899;
Larvik;2018;kvinner;40-44 år;grunnskole;15.6798959011061;
Larvik;2018;kvinner;45-74 år;grunnskole;21.696;
Larvik;2018;kvinner;75 år +;grunnskole;36.4812419146184;
Larvik;2019;kjønn samlet;25 år +;grunnskole;23.3855965984587;
Larvik;2019;kjønn samlet;25-29 år;grunnskole;28.4978540772532;
Larvik;2019;kjønn samlet;30-39 år;grunnskole;25.7457964201772;
Larvik;2019;kjønn samlet;40-44 år;grunnskole;18.2847341337907;
Larvik;2019;kjønn samlet;45-74 år;grunnskole;21.1574196973719;
Larvik;2019;kjønn samlet;75 år +;grunnskole;30.8740601503759;
Larvik;2019;menn;25 år +;grunnskole;24.1007194244604;
Larvik;2019;menn;25-29 år;grunnskole;32.239540607055;
Larvik;2019;menn;30-39 år;grunnskole;30.2944306491664;
Larvik;2019;menn;40-44 år;grunnskole;20.8478109798471;
Larvik;2019;menn;45-74 år;grunnskole;21.3249413270749;
Larvik;2019;menn;75 år +;grunnskole;25.9158009841443;
Larvik;2019;kvinner;25 år +;grunnskole;22.6915692092861;
Larvik;2019;kvinner;25-29 år;grunnskole;24.3924392439244;
Larvik;2019;kvinner;30-39 år;grunnskole;21.0176991150442;
Larvik;2019;kvinner;40-44 år;grunnskole;15.7859078590786;
Larvik;2019;kvinner;45-74 år;grunnskole;20.9914385371525;
Larvik;2019;kvinner;75 år +;grunnskole;34.610630407911;
Larvik;2020;kjønn samlet;25 år +;grunnskole;22.9060525779499;
Larvik;2020;kjønn samlet;25-29 år;grunnskole;27.345731191885;
Larvik;2020;kjønn samlet;30-39 år;grunnskole;25.2853067047076;
Larvik;2020;kjønn samlet;40-44 år;grunnskole;19.435736677116;
Larvik;2020;kjønn samlet;45-74 år;grunnskole;20.7867233863768;
Larvik;2020;kjønn samlet;75 år +;grunnskole;28.8371050862649;
Larvik;2020;menn;25 år +;grunnskole;23.7242192103712;
Larvik;2020;menn;25-29 år;grunnskole;30.5928853754941;
Larvik;2020;menn;30-39 år;grunnskole;29.4813783501566;
Larvik;2020;menn;40-44 år;grunnskole;22.8753541076487;
Larvik;2020;menn;45-74 år;grunnskole;20.9508716323296;
Larvik;2020;menn;75 år +;grunnskole;24.8593350383632;
Larvik;2020;kvinner;25 år +;grunnskole;22.1071408021175;
Larvik;2020;kvinner;25-29 år;grunnskole;23.6148955495005;
Larvik;2020;kvinner;30-39 år;grunnskole;20.8775137111517;
Larvik;2020;kvinner;40-44 år;grunnskole;16.1069225496916;
Larvik;2020;kvinner;45-74 år;grunnskole;20.62447786132;
Larvik;2020;kvinner;75 år +;grunnskole;31.9377990430622;
Larvik;2021;kjønn samlet;25 år +;grunnskole;22.459091956672;
Larvik;2021;kjønn samlet;25-29 år;grunnskole;26.9098712446352;
Larvik;2021;kjønn samlet;30-39 år;grunnskole;25.1490705015784;
Larvik;2021;kjønn samlet;40-44 år;grunnskole;19.511355815554;
Larvik;2021;kjønn samlet;45-74 år;grunnskole;20.4399873989289;
Larvik;2021;kjønn samlet;75 år +;grunnskole;26.9670050761421;
Larvik;2021;menn;25 år +;grunnskole;23.4513274336283;
Larvik;2021;menn;25-29 år;grunnskole;29.5454545454546;
Larvik;2021;menn;30-39 år;grunnskole;29.5454545454546;
Larvik;2021;menn;40-44 år;grunnskole;24.1638225255973;
Larvik;2021;menn;45-74 år;grunnskole;20.6409848243659;
Larvik;2021;menn;75 år +;grunnskole;23.4345351043643;
Larvik;2021;kvinner;25 år +;grunnskole;21.4872262773723;
Larvik;2021;kvinner;25-29 år;grunnskole;23.719165085389;
Larvik;2021;kvinner;30-39 år;grunnskole;20.5861329521087;
Larvik;2021;kvinner;40-44 år;grunnskole;14.7814018043026;
Larvik;2021;kvinner;45-74 år;grunnskole;20.2431674114102;
Larvik;2021;kvinner;75 år +;grunnskole;29.8091603053435;
Larvik;2022;kjønn samlet;25 år +;grunnskole;22.0509173659508;
Larvik;2022;kjønn samlet;25-29 år;grunnskole;25.8326216908625;
Larvik;2022;kjønn samlet;30-39 år;grunnskole;24.4795281054823;
Larvik;2022;kjønn samlet;40-44 år;grunnskole;20.6578947368421;
Larvik;2022;kjønn samlet;45-74 år;grunnskole;20.1225580055518;
Larvik;2022;kjønn samlet;75 år +;grunnskole;25.7526444263629;
Larvik;2022;menn;25 år +;grunnskole;23.1158961367954;
Larvik;2022;menn;25-29 år;grunnskole;29.1896144767899;
Larvik;2022;menn;30-39 år;grunnskole;29.0112897707834;
Larvik;2022;menn;40-44 år;grunnskole;24.853228962818;
Larvik;2022;menn;45-74 år;grunnskole;20.3364723309703;
